questionId,currentQuestion,slug,category,subcategory,detectedIssue,severity,recommendedAction,rewriteSuggestion,priorityReason
"cmtliqjxe0b63ff54fos8jwb2","How do you decide when imbalanced-metrics is the right call?","how-do-you-decide-when-imbalanced-metrics-is-the-right-call","Machine Learning","Machine Learning","slug-like placeholder topic","MEDIUM","REWRITE","How do you decide when imbalanced metrics is the right call?",""
"cmtliqjta0b61ff54hu16uald","What trade-offs matter most when dealing with imbalanced-metrics?","what-trade-offs-matter-most-when-dealing-with-imbalanced-metrics","Machine Learning","Machine Learning","slug-like placeholder topic","MEDIUM","REWRITE","What trade offs matter most when dealing with imbalanced metrics?",""
"cmtliqjos0b5zff549l10ijtu","Walk me through your strategy for imbalanced-metrics.","walk-me-through-your-strategy-for-imbalanced-metrics","Machine Learning","Machine Learning","slug-like placeholder topic","MEDIUM","REWRITE","Walk me through your strategy for imbalanced metrics.",""
"cmtliqjkm0b5xff54wnrtgpcu","How would you approach imbalanced-metrics?","how-would-you-approach-imbalanced-metrics","Machine Learning","Machine Learning","repeated question template; slug-like placeholder topic","MEDIUM","REWRITE","How would you handle imbalanced metrics in a real project?",""
"cmtliqjgg0b5vff54n6s1ed5p","What would you prioritize when label-noise?","what-would-you-prioritize-when-label-noise","Machine Learning","Machine Learning","slug-like placeholder topic","MEDIUM","REWRITE","What would you prioritize when working on label noise?",""
"cmtliqjbo0b5tff540x4rh5k7","Talk me through how you'd handle label-noise. while mentoring a junior teammate","talk-me-through-how-you-d-handle-label-noise-while-mentoring-a-junior-teammate","Machine Learning","Machine Learning","near duplicate (QCA-00376); slug-like placeholder topic","MEDIUM","MERGE","",""
"cmtliqj7h0b5rff54hrhx76gv","How would you design a solution for label-noise?","how-would-you-design-a-solution-for-label-noise","Machine Learning","Machine Learning","slug-like placeholder topic","MEDIUM","REWRITE","How would you design a solution for label noise?",""
"cmtliqj380b5pff54skiwn3fj","What's your approach to handling label-noise? when explaining your decision to a non-specialist","what-s-your-approach-to-handling-label-noise-when-explaining-your-decision-to-a-non-specialist","Machine Learning","Machine Learning","slug-like placeholder topic","MEDIUM","REWRITE","What's your approach to handling label noise? when explaining your decision to a non specialist",""
"cmtliqiz30b5nff54utqrs67s","How would you evaluate whether label-noise is working well?","how-would-you-evaluate-whether-label-noise-is-working-well","Machine Learning","Machine Learning","slug-like placeholder topic","MEDIUM","REWRITE","How would you evaluate whether label noise is working well?",""
"cmtliqiuy0b5lff543axu93i2","What common mistakes have you seen with label-noise?","what-common-mistakes-have-you-seen-with-label-noise","Machine Learning","Machine Learning","slug-like placeholder topic","MEDIUM","REWRITE","What common mistakes have you seen with label noise?",""
"cmtliqiqd0b5jff54jmzxk007","How would you explain label-noise to a teammate who's new to it?","how-would-you-explain-label-noise-to-a-teammate-who-s-new-to-it","Machine Learning","Machine Learning","slug-like placeholder topic","MEDIUM","REWRITE","How would you explain label noise to a teammate who's new to it?",""
"cmtliqim80b5hff545qtub2g7","What's your process for label-noise in a production system?","what-s-your-process-for-label-noise-in-a-production-system","Machine Learning","Machine Learning","slug-like placeholder topic","MEDIUM","REWRITE","What's your process for label noise in a production system?",""
"cmtliqii40b5fff54c1xxbenu","How do you decide when label-noise is the right call? for a high-risk release","how-do-you-decide-when-label-noise-is-the-right-call-for-a-high-risk-release","Machine Learning","Machine Learning","slug-like placeholder topic","MEDIUM","REWRITE","How do you decide when label noise is the right call? for a high risk release",""
"cmtliqidt0b5dff547cps4tqk","What trade-offs matter most when dealing with label-noise? for a global team with distributed members","what-trade-offs-matter-most-when-dealing-with-label-noise-for-a-global-team-with-distributed-members","Machine Learning","Machine Learning","near duplicate (QCA-01181); slug-like placeholder topic","MEDIUM","MERGE","",""
"cmtliqi9c0b5bff54tg5emqy0","Walk me through your strategy for label-noise.","walk-me-through-your-strategy-for-label-noise","Machine Learning","Machine Learning","slug-like placeholder topic","MEDIUM","REWRITE","Walk me through your strategy for label noise.",""
"cmtliqi5a0b59ff54sqjmwdog","How would you approach label-noise? under a tight deadline","how-would-you-approach-label-noise-under-a-tight-deadline","Machine Learning","Machine Learning","slug-like placeholder topic","MEDIUM","REWRITE","How would you approach label noise? under a tight deadline",""
"cmtliqi160b57ff54uv6zu2ux","What would you prioritize when cold-start-recommendations?","what-would-you-prioritize-when-cold-start-recommendations","Machine Learning","Machine Learning","repeated question template; slug-like placeholder topic","MEDIUM","REWRITE","What would you prioritize when working on cold start recommendations?",""
"cmtliqhwo0b55ff54423ubz4k","Talk me through how you'd handle cold-start-recommendations. for a small team","talk-me-through-how-you-d-handle-cold-start-recommendations-for-a-small-team","Machine Learning","Machine Learning","slug-like placeholder topic","MEDIUM","REWRITE","How would you handle cold start recommendations. for a small team in a real situation?",""
"cmtliqhsm0b53ff54nci8hkcl","How would you design a solution for cold-start-recommendations?","how-would-you-design-a-solution-for-cold-start-recommendations","Machine Learning","Machine Learning","slug-like placeholder topic","MEDIUM","REWRITE","How would you design a solution for cold start recommendations?",""
"cmtliqhoe0b51ff549pl0ojx3","What's your approach to handling cold-start-recommendations? for a high-risk release","what-s-your-approach-to-handling-cold-start-recommendations-for-a-high-risk-release","Machine Learning","Machine Learning","slug-like placeholder topic","MEDIUM","REWRITE","What's your approach to handling cold start recommendations? for a high risk release",""
"cmtliqhkb0b4zff540hbpewce","How would you evaluate whether cold-start-recommendations is working well?","how-would-you-evaluate-whether-cold-start-recommendations-is-working-well","Machine Learning","Machine Learning","slug-like placeholder topic","MEDIUM","REWRITE","How would you evaluate whether cold start recommendations is working well?",""
"cmtliqhfp0b4xff54qn1b59i7","What common mistakes have you seen with cold-start-recommendations?","what-common-mistakes-have-you-seen-with-cold-start-recommendations","Machine Learning","Machine Learning","slug-like placeholder topic","MEDIUM","REWRITE","What common mistakes have you seen with cold start recommendations?",""
"cmtliqhbk0b4vff54kfg4rqs1","How would you explain cold-start-recommendations to a teammate who's new to it? when a previous solution failed","how-would-you-explain-cold-start-recommendations-to-a-teammate-who-s-new-to-it-when-a-previous-solution-failed","Machine Learning","Machine Learning","slug-like placeholder topic","MEDIUM","REWRITE","How would you explain cold start recommendations to a teammate who's new to it? when a previous solution failed",""
"cmtliqh7i0b4tff548y0hstpy","What's your process for cold-start-recommendations in a production system? when explaining your decision to a non-specialist","what-s-your-process-for-cold-start-recommendations-in-a-production-system-when-explaining-your-decision-to-a-non-specialist","Machine Learning","Machine Learning","slug-like placeholder topic","MEDIUM","REWRITE","What's your process for cold start recommendations in a production system? when explaining your decision to a non specialist",""
"cmtliqh350b4rff541sacvedy","How do you decide when cold-start-recommendations is the right call?","how-do-you-decide-when-cold-start-recommendations-is-the-right-call","Machine Learning","Machine Learning","slug-like placeholder topic","MEDIUM","REWRITE","How do you decide when cold start recommendations is the right call?",""
"cmtliqgyt0b4pff54adlwwsx4","What trade-offs matter most when dealing with cold-start-recommendations? under a tight deadline","what-trade-offs-matter-most-when-dealing-with-cold-start-recommendations-under-a-tight-deadline","Machine Learning","Machine Learning","near duplicate (QCA-01185); slug-like placeholder topic","MEDIUM","MERGE","",""
"cmtliqgun0b4nff54kut7w1e3","Walk me through your strategy for cold-start-recommendations.","walk-me-through-your-strategy-for-cold-start-recommendations","Machine Learning","Machine Learning","slug-like placeholder topic","MEDIUM","REWRITE","Walk me through your strategy for cold start recommendations.",""
"cmtliqgpp0b4lff54p8w102gg","How would you approach cold-start-recommendations?","how-would-you-approach-cold-start-recommendations","Machine Learning","Machine Learning","repeated question template; slug-like placeholder topic","MEDIUM","REWRITE","How would you handle cold start recommendations in a real project?",""
"cmtliqgl80b4jff54r70zh4ex","What would you prioritize when ab-testing-models?","what-would-you-prioritize-when-ab-testing-models","Machine Learning","Machine Learning","repeated question template; slug-like placeholder topic","MEDIUM","REWRITE","What would you prioritize when working on ab testing models?",""
"cmtliqgh30b4hff541qrjllel","Talk me through how you'd handle ab-testing-models.","talk-me-through-how-you-d-handle-ab-testing-models","Machine Learning","Machine Learning","near duplicate (QCA-00377); repeated question template; slug-like placeholder topic","MEDIUM","MERGE","",""
"cmtliqgcr0b4fff547ujv4hj4","How would you design a solution for ab-testing-models?","how-would-you-design-a-solution-for-ab-testing-models","Machine Learning","Machine Learning","slug-like placeholder topic","MEDIUM","REWRITE","How would you design a solution for ab testing models?",""
"cmtliqg8o0b4dff54nh4ennns","What's your approach to handling ab-testing-models? when explaining your decision to a non-specialist","what-s-your-approach-to-handling-ab-testing-models-when-explaining-your-decision-to-a-non-specialist","Machine Learning","Machine Learning","slug-like placeholder topic","MEDIUM","REWRITE","What's your approach to handling ab testing models? when explaining your decision to a non specialist",""
